sent1,sent2,lemma,ground_truth
"This is clearly a game where a new economic hegemony is being developed , said Ulate , who also serves as the regional Mexico and Central America climate change adviser for Conservation International .","But the game , despite being headed for halftime , was not more decidedand the Maccabees tried to remind the Vitorians that not just anybody wins on their court , and with the ` hand of Elias ' putting the pressure on , they managed to get involved in the game .",game,0
"This is clearly a game where a new economic hegemony is being developed , said Ulate , who also serves as the regional Mexico and Central America climate change adviser for Conservation International .","After this , only five exceeded the 30 games : Keilor Navas with 31 , Randall Azofeifa with 32 , Michael Barrantes with 31 , Carlos Hernandez with 36 and Jose Luis Lopez with 35 .",game,0
"This is clearly a game where a new economic hegemony is being developed , said Ulate , who also serves as the regional Mexico and Central America climate change adviser for Conservation International .","While Nacho Moreal has only four games and Jordi Alba two , in Costa Rica Victor Bolivar has only one Olman Vargas and Nelson Edder did not debut yet .",game,0
"The game started out in favor of the Azulgranas , who put themselves ahead on the scoreboard from the start .","But the game , despite being headed for halftime , was not more decidedand the Maccabees tried to remind the Vitorians that not just anybody wins on their court , and with the ` hand of Elias ' putting the pressure on , they managed to get involved in the game .",game,0
"The game started out in favor of the Azulgranas , who put themselves ahead on the scoreboard from the start .","After this , only five exceeded the 30 games : Keilor Navas with 31 , Randall Azofeifa with 32 , Michael Barrantes with 31 , Carlos Hernandez with 36 and Jose Luis Lopez with 35 .",game,0
"The game started out in favor of the Azulgranas , who put themselves ahead on the scoreboard from the start .","While Nacho Moreal has only four games and Jordi Alba two , in Costa Rica Victor Bolivar has only one Olman Vargas and Nelson Edder did not debut yet .",game,0
"But the game , despite being headed for halftime , was not more decidedand the Maccabees tried to remind the Vitorians that not just anybody wins on their court , and with the ` hand of Elias ' putting the pressure on , they managed to get involved in the game .","After this , only five exceeded the 30 games : Keilor Navas with 31 , Randall Azofeifa with 32 , Michael Barrantes with 31 , Carlos Hernandez with 36 and Jose Luis Lopez with 35 .",game,0
"But the game , despite being headed for halftime , was not more decidedand the Maccabees tried to remind the Vitorians that not just anybody wins on their court , and with the ` hand of Elias ' putting the pressure on , they managed to get involved in the game .","While Nacho Moreal has only four games and Jordi Alba two , in Costa Rica Victor Bolivar has only one Olman Vargas and Nelson Edder did not debut yet .",game,0
"After this , only five exceeded the 30 games : Keilor Navas with 31 , Randall Azofeifa with 32 , Michael Barrantes with 31 , Carlos Hernandez with 36 and Jose Luis Lopez with 35 .","While Nacho Moreal has only four games and Jordi Alba two , in Costa Rica Victor Bolivar has only one Olman Vargas and Nelson Edder did not debut yet .",game,0
Baskonia gives away a victory in Israel,"Caja Laboral achieved a stunning 82-91 victory on their visit to the Maccabee Electra court despite Dusko Ivanovic 's team 's heavy losses , and after the great performance by Mizra Teltovic , who was the best on his team with eight three-pointers scored ( 29 points ) , they now at the top of their group .",victory,0
"The Vitorian team knew to make up for the significant absences of Herrmann , Oleson , Huertas and Micov with a big dose of involvement and teamwork , even though it had to hold out until the end to take the victory .","Teletovic had already begun to stand out as the best on his team with 13 points , even though Splitter 's `` six fewer '' points already signaled that it was n't going to be the best night for the Brazilian .",team,0
"The Vitorian team knew to make up for the significant absences of Herrmann , Oleson , Huertas and Micov with a big dose of involvement and teamwork , even though it had to hold out until the end to take the victory .","However , Pnini and Eidson , the best on their team , did not give up and tried to keep their team alive from the three-point line ( 70-77 ) .",team,0
"Teletovic had already begun to stand out as the best on his team with 13 points , even though Splitter 's `` six fewer '' points already signaled that it was n't going to be the best night for the Brazilian .","However , Pnini and Eidson , the best on their team , did not give up and tried to keep their team alive from the three-point line ( 70-77 ) .",team,0
English and Teletovic were the main scorers of the 18-20 at the end of the first period .,"The leading scorer of Spain is David Villa is , with 50 goals , followed by Fernando Torres with 27 .",scorer,0
"Ivanovic 's players , injured but far from dead , needed to run a couple of plays correctly before they could breathe , and that 's when the machine gun Marza Teletovic arrived , with three almost consecutive three-pointers and the help of English and Ribas , he brought the scoreboard back to a reassuring lead ( 54-67 ) , which the home team managed to narrow down at the end of the third quarter ( 57-67 ) .","Of the 22 players called in Spain , ten passed 50 international games .",player,0
"Ivanovic 's players , injured but far from dead , needed to run a couple of plays correctly before they could breathe , and that 's when the machine gun Marza Teletovic arrived , with three almost consecutive three-pointers and the help of English and Ribas , he brought the scoreboard back to a reassuring lead ( 54-67 ) , which the home team managed to narrow down at the end of the third quarter ( 57-67 ) .","The Ticos players , however , have a limited international experience in an area such as CONCACAF , which is considered the lowest level within FIFA",player,0
"Ivanovic 's players , injured but far from dead , needed to run a couple of plays correctly before they could breathe , and that 's when the machine gun Marza Teletovic arrived , with three almost consecutive three-pointers and the help of English and Ribas , he brought the scoreboard back to a reassuring lead ( 54-67 ) , which the home team managed to narrow down at the end of the third quarter ( 57-67 ) .","Xavi Hernandez , the player of Barcelona , has 106 matches .",player,0
"Of the 22 players called in Spain , ten passed 50 international games .","The Ticos players , however , have a limited international experience in an area such as CONCACAF , which is considered the lowest level within FIFA",player,0
"Of the 22 players called in Spain , ten passed 50 international games .","Xavi Hernandez , the player of Barcelona , has 106 matches .",player,0
"The Ticos players , however , have a limited international experience in an area such as CONCACAF , which is considered the lowest level within FIFA","Xavi Hernandez , the player of Barcelona , has 106 matches .",player,0
The wider Standard &amp; Poor 's 500 has itself advanced by 0.37 % ( 4.06 points ) to 1 106.41 points .,"For Costa Rica , Bryan Ruiz is the one that registers more points , two more than Carlos Hernandez and three more than Roy Myrie and Parks .",point,0
"Moreover , the confidence of American consumers has clearly bounced back in December , to 73.4 against 67.4 the previous month , according to preliminary estimates from Michigan University 's index .","Some 34 % said they had confidence in their country 's Congress and 45 % in their government , the same as last year in both cases but up sharply from 2003 ( 17 % and 24 % respectively ) .",confidence,0
Iraqi Oil Ministry reaches deals with 10 foreign oil companies,"The 10 deals the Iraqi Oil Ministry reached with foreign oil companies suggest that China , Russia and European oil firms are poised to play a major role in refurbishing Iraq 's oil industry , crippled by decades of war and sanctions .",deal,0
"Despite concerns about violence and political instability , the Iraqi government managed to attract major oil companies to rebuild its ailing infrastructure during two auctions that concluded Saturday .","Concerns over security , underscored by massive coordinated bombings Tuesday , and political instability as the U.S. military withdraws , likely kept American oil companies from venturing more forcefully in Iraq , which has the world 's third-largest proven crude reserves , analysts said .",concern,0
American companies walked away with stakes in just two of the 10 auctioned fields .,"Seven American companies had paid to participate in the second auction , which began Friday .",company,0
American companies walked away with stakes in just two of the 10 auctioned fields .,Two American companies reached deals for fields auctioned in June .,company,0
American companies walked away with stakes in just two of the 10 auctioned fields .,Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .,company,0
American companies walked away with stakes in just two of the 10 auctioned fields .,Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .,company,0
American companies walked away with stakes in just two of the 10 auctioned fields .,We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .,company,0
American companies walked away with stakes in just two of the 10 auctioned fields .,Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .,company,0
"Seven American companies had paid to participate in the second auction , which began Friday .",Two American companies reached deals for fields auctioned in June .,company,0
"Seven American companies had paid to participate in the second auction , which began Friday .",Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .,company,0
"Seven American companies had paid to participate in the second auction , which began Friday .",Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .,company,0
"Seven American companies had paid to participate in the second auction , which began Friday .",We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .,company,0
"Seven American companies had paid to participate in the second auction , which began Friday .",Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .,company,0
Two American companies reached deals for fields auctioned in June .,Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .,company,0
Two American companies reached deals for fields auctioned in June .,Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .,company,0
Two American companies reached deals for fields auctioned in June .,We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .,company,0
Two American companies reached deals for fields auctioned in June .,Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .,company,0
Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .,Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .,company,0
Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .,We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .,company,0
Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .,Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .,company,0
Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .,We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .,company,0
Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .,Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .,company,0
We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .,Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .,company,0
The only one that submitted a bid lost .,State-owned China National Petroleum Corporation bid on more contracts than any other company and walked away with large stakes in contracts for two major fields .,bid,0
US banks repay state support,Bank head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .,bank,0
US banks repay state support,The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .,bank,0
US banks repay state support,The bank did not admit culpability in the settlement .,bank,0
US banks repay state support,The banks battling against a strong wind in the USA several years later .,bank,0
US banks repay state support,It accuses 18 major international banks of having taken in US lenders Fannie Mae and Freddie Mac on mortgage transactions valued at around 200 billion dollars .,bank,0
Bank head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .,The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .,bank,0
Bank head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .,The bank did not admit culpability in the settlement .,bank,0
Bank head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .,The banks battling against a strong wind in the USA several years later .,bank,0
Bank head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .,It accuses 18 major international banks of having taken in US lenders Fannie Mae and Freddie Mac on mortgage transactions valued at around 200 billion dollars .,bank,0
The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .,The bank did not admit culpability in the settlement .,bank,0
The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .,The banks battling against a strong wind in the USA several years later .,bank,0
The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .,It accuses 18 major international banks of having taken in US lenders Fannie Mae and Freddie Mac on mortgage transactions valued at around 200 billion dollars .,bank,0
The bank did not admit culpability in the settlement .,The banks battling against a strong wind in the USA several years later .,bank,0
The bank did not admit culpability in the settlement .,It accuses 18 major international banks of having taken in US lenders Fannie Mae and Freddie Mac on mortgage transactions valued at around 200 billion dollars .,bank,0
The banks battling against a strong wind in the USA several years later .,It accuses 18 major international banks of having taken in US lenders Fannie Mae and Freddie Mac on mortgage transactions valued at around 200 billion dollars .,bank,0
The crisis-hit US major banks are breaking free from their state shackles .,The National Credit Union Administration ( NCUA ) is responsible for the US credit unions and intervenes in bankruptcies to protect customer deposits .,us,0
The crisis-hit US major banks are breaking free from their state shackles .,"The US investment bank , Lehman Brothers , went belly-up in September 2008 at the height of the financial crisis .",us,0
The National Credit Union Administration ( NCUA ) is responsible for the US credit unions and intervenes in bankruptcies to protect customer deposits .,"The US investment bank , Lehman Brothers , went belly-up in September 2008 at the height of the financial crisis .",us,0
"And , according to reports from US broadcaster CNBC , Citigroup is also planning to repay the state support .","Minute by minute , they sent out reports of gruesome testimony via Twitter .",report,0
"And , according to reports from US broadcaster CNBC , Citigroup is also planning to repay the state support .","`` It makes you wonder what else is possible , '' said Ariel D. Anbar of Arizona State University , a co-author of the report .",report,0
"Minute by minute , they sent out reports of gruesome testimony via Twitter .","`` It makes you wonder what else is possible , '' said Ariel D. Anbar of Arizona State University , a co-author of the report .",report,0
Bank of America had raised some USD 19 billion from investors through convertible loans .,Investors and regulators have brought a vast number of claims for compensation or to punish misconduct .,investor,0
"The rest of the amount was taken from its own kitty , which was well filled through the sale of business units .",The rest does n't come near the 20 .,rest,0
"Already on Thursday , the US bank was able to announce a capital increase of some USD 20 billion , reported CNBC with reference to circles .","On Thursday , the widely followed trial of Steven J. Hayes , who was convicted of killing three members of a Cheshire , Conn. , family , is set to come to an official end with the judge 's imposition of the death sentence voted for by the jury .",thursday,0
"Goldman Sachs , JP Morgan Chase and Morgan Stanley had already repaid their support in June .","Support for democracy in Latin America continues to edge up , as does backing for private enterprise .",support,0
"Goldman Sachs , JP Morgan Chase and Morgan Stanley had already repaid their support in June .",Support for democracy has risen noticeably in several countries on the Pacific rim of South America ( see table 1 ) .,support,0
"Support for democracy in Latin America continues to edge up , as does backing for private enterprise .",Support for democracy has risen noticeably in several countries on the Pacific rim of South America ( see table 1 ) .,support,0
But lawyers for Mr. Hayes have already made court filings that sketch out appeals arguments that are likely to occupy the courts for years .,Some lawyers said appeals courts reviewing Mr. Hayes 's conviction half a century later might be intrigued by the argument that new rules could be necessary to govern ways of communicating from courtrooms unimagined at the time of Dr. Sheppard 's case .,lawyer,0
But lawyers for Mr. Hayes have already made court filings that sketch out appeals arguments that are likely to occupy the courts for years .,But some lawyers said appeals courts were often attracted to arguments that social and technological changes required adaptation by the courts .,lawyer,0
But lawyers for Mr. Hayes have already made court filings that sketch out appeals arguments that are likely to occupy the courts for years .,Mr. Hayes 's lawyers are pressing that claim .,lawyer,0
But lawyers for Mr. Hayes have already made court filings that sketch out appeals arguments that are likely to occupy the courts for years .,"The lawyer who will stand before the court and argue that the law should be thrown out is likely to be Paul Clement , who served as U.S. solicitor general during the George W. Bush administration .",lawyer,0
Some lawyers said appeals courts reviewing Mr. Hayes 's conviction half a century later might be intrigued by the argument that new rules could be necessary to govern ways of communicating from courtrooms unimagined at the time of Dr. Sheppard 's case .,But some lawyers said appeals courts were often attracted to arguments that social and technological changes required adaptation by the courts .,lawyer,0
Some lawyers said appeals courts reviewing Mr. Hayes 's conviction half a century later might be intrigued by the argument that new rules could be necessary to govern ways of communicating from courtrooms unimagined at the time of Dr. Sheppard 's case .,Mr. Hayes 's lawyers are pressing that claim .,lawyer,0
Some lawyers said appeals courts reviewing Mr. Hayes 's conviction half a century later might be intrigued by the argument that new rules could be necessary to govern ways of communicating from courtrooms unimagined at the time of Dr. Sheppard 's case .,"The lawyer who will stand before the court and argue that the law should be thrown out is likely to be Paul Clement , who served as U.S. solicitor general during the George W. Bush administration .",lawyer,0
But some lawyers said appeals courts were often attracted to arguments that social and technological changes required adaptation by the courts .,Mr. Hayes 's lawyers are pressing that claim .,lawyer,0
But some lawyers said appeals courts were often attracted to arguments that social and technological changes required adaptation by the courts .,"The lawyer who will stand before the court and argue that the law should be thrown out is likely to be Paul Clement , who served as U.S. solicitor general during the George W. Bush administration .",lawyer,0
Mr. Hayes 's lawyers are pressing that claim .,"The lawyer who will stand before the court and argue that the law should be thrown out is likely to be Paul Clement , who served as U.S. solicitor general during the George W. Bush administration .",lawyer,0
The claim could force appeals judges to grapple with the question of whether new technology requires new courtroom rules .,Deutsche Bank has rejected the claims as baseless and has declared its intention to fend off the claims .,claim,0
"For decades , appeals courts have recognized that coverage of notorious cases can raise questions about a trial 's fairness .",A decade ago economic woes in Latin America undermined support for democracy .,decade,0
The crime is believed by some to have been the inspiration for the television show and the movie `` The Fugitive . '',Crime has become a bigger worry than unemployment .,crime,0
"The Twitter issue is just one of many outlined by Mr. Hayes 's lawyers that are likely to be argued for years , delaying an execution .",The issue centres on the sale of mortgage securities .,issue,0
"The Twitter issue is just one of many outlined by Mr. Hayes 's lawyers that are likely to be argued for years , delaying an execution .","`` We are happy to have resolved the issue without the parties going to court , '' said a Deutsche Bank spokesman in New York .",issue,0
The issue centres on the sale of mortgage securities .,"`` We are happy to have resolved the issue without the parties going to court , '' said a Deutsche Bank spokesman in New York .",issue,0
"The defense lawyers also claim , for example , that Mr. Hayes may have been prejudiced when Judge Blue declined to allow them to test potential jurors ' reactions by showing them grisly crime-scene photographs during jury selection .",The defense lawyers say they will also challenge the constitutionality of the death penalty and argue that the judge wrongly removed a juror who had been critical of prosecutors and that he improperly added pressure for a verdict by his unusual decision to direct the jury to deliberate over a weekend .,defense_lawyer,0
"Some of the jurors have said they were horrified by the photographs of the victims , Jennifer Hawke-Petit , 48 , and her daughters , Hayley , 17 , and Michaela , 11 .",The jurors were not sequestered .,juror,0
"`` This case , '' they wrote , `` represents the Sheppard v. Maxwell of the 21st century . ''","One of the cases at issue was a suit brought by 26 states challenging the sweeping healthcare overhaul passed by Congress last year , a law that has been a rallying cry for conservative activists nationwide .",case,0
"This way , and since Real Madrid will finish as leader of its group , both players will fulfil the prescribed sanction during the next game of league , against Auxerre , and will be able to get rid of the cards the following phase .","`` It does suggest that that there could be other ways to form life , not just how life formed on early Earth , '' said Foster , who was not part of Wolfe-Simon 's research team .",way,0
"This way , and since Real Madrid will finish as leader of its group , both players will fulfil the prescribed sanction during the next game of league , against Auxerre , and will be able to get rid of the cards the following phase .","In the same way as a surgeon would find it difficult to work in a country with a shortage of anaesthetists , the complementarities existing between locals and immigrants bring it about that the arrival of immigrants has a positive effect on the pay of locals .",way,0
"`` It does suggest that that there could be other ways to form life , not just how life formed on early Earth , '' said Foster , who was not part of Wolfe-Simon 's research team .","In the same way as a surgeon would find it difficult to work in a country with a shortage of anaesthetists , the complementarities existing between locals and immigrants bring it about that the arrival of immigrants has a positive effect on the pay of locals .",way,0
"Part of the debate arisen in the related case is caused by the fact that has been carried out by team of the Real Madrid organization ( that in its hymn presumes of nobility and honor , and that has fined its players for analogous acts ) and by the dramatization orchestrated , apparently , by Mourinho , who adds one more to his expanded history of histrionic and provoking technician .",Cockell was not part of the research team .,part,0
"One of the advantages that include the sport spirit is the physical integrity of the opposite players , aspect that with these actions was n't put into danger , that is to say , there was no violent game .","Another of these advantages to which it is alluded to with the fare-play is to avoid that the team of the lawbreaker players takes advantage unjustly of the opposite team , which did not happen either .",advantage,0
"One of the advantages that include the sport spirit is the physical integrity of the opposite players , aspect that with these actions was n't put into danger , that is to say , there was no violent game .","The advantage , obviously , consists in the fact that the players will begin the following phase of the Championship without cards that could threaten their participation in a future game .",advantage,0
"Another of these advantages to which it is alluded to with the fare-play is to avoid that the team of the lawbreaker players takes advantage unjustly of the opposite team , which did not happen either .","The advantage , obviously , consists in the fact that the players will begin the following phase of the Championship without cards that could threaten their participation in a future game .",advantage,0
"However , the paradoxical thing about the action of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the referee .","Two related things stand out in the results of this year 's poll , taken in September and early October .",thing,0
Another question is what type of advantage the violators obtained in the actions deliberately carried out .,"The teeth in question , intended to serve to dissuade immigrants , had precisely the opposite effect .",question,0
"Arsenic-tolerant microbe raises possibility of new types of life on Earth , or elsewhere","The microbe does grow better on phosphorus , but showing that it can live with arsenic instead raises the possibility that a life form using arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic is more common .",microbe,0
The discovery of a strange bacteria that can use arsenic as one of its nutrients widens the scope for finding new forms of life on Earth and possibly beyond .,"The discovery `` does show that in other planetary environments organisms might be able to use other elements to drive biochemistry and that the ` standard ' set of elements we think are absolutely necessary for life might not be so fixed , '' commented Charles Cockell , professor at Planetary and Space Sciences Research Institute , Open University , in Milton Keynes , United Kingdom .",discovery,0
The discovery of a strange bacteria that can use arsenic as one of its nutrients widens the scope for finding new forms of life on Earth and possibly beyond .,It was n't a chance discovery .,discovery,0
"The discovery `` does show that in other planetary environments organisms might be able to use other elements to drive biochemistry and that the ` standard ' set of elements we think are absolutely necessary for life might not be so fixed , '' commented Charles Cockell , professor at Planetary and Space Sciences Research Institute , Open University , in Milton Keynes , United Kingdom .",It was n't a chance discovery .,discovery,0
"While researchers discovered the unusual bacteria here in Earth , they say it shows that life has possibilities beyond the major elements that have been considered essential .","But the researchers found that the bacteria , discovered in Mono Lake , Calif. , is able to continue to grow after substituting arsenic for phosphorus .",researcher,0
"While researchers discovered the unusual bacteria here in Earth , they say it shows that life has possibilities beyond the major elements that have been considered essential .","The researchers collected the bacteria known as GFAJ-1 and exposed it to increasing concentrations of arsenic , which it was able to adapt to and grow .",researcher,0
"But the researchers found that the bacteria , discovered in Mono Lake , Calif. , is able to continue to grow after substituting arsenic for phosphorus .","The researchers collected the bacteria known as GFAJ-1 and exposed it to increasing concentrations of arsenic , which it was able to adapt to and grow .",researcher,0
"Arsenic and phosphorus are chemically similar , so she speculated that a microbe exposed to both might be able to substitute one for the other .",`` Arsenic is toxic mainly because its chemical behavior is so similar to that of phosphorus . '',arsenic,0
"Arsenic and phosphorus are chemically similar , so she speculated that a microbe exposed to both might be able to substitute one for the other .","`` But arsenic is different enough that it does n't work as well as phosphorus , so it gets in there and sort of gums up the works of our biochemical machinery , '' explained Anbar .",arsenic,0
"Arsenic and phosphorus are chemically similar , so she speculated that a microbe exposed to both might be able to substitute one for the other .","Arsenic was more common in the early times on Earth , she said , so researchers have speculated that early life forms might have used it .",arsenic,0
`` Arsenic is toxic mainly because its chemical behavior is so similar to that of phosphorus . '',"`` But arsenic is different enough that it does n't work as well as phosphorus , so it gets in there and sort of gums up the works of our biochemical machinery , '' explained Anbar .",arsenic,0
`` Arsenic is toxic mainly because its chemical behavior is so similar to that of phosphorus . '',"Arsenic was more common in the early times on Earth , she said , so researchers have speculated that early life forms might have used it .",arsenic,0
"`` But arsenic is different enough that it does n't work as well as phosphorus , so it gets in there and sort of gums up the works of our biochemical machinery , '' explained Anbar .","Arsenic was more common in the early times on Earth , she said , so researchers have speculated that early life forms might have used it .",arsenic,0
And Brazil is seen as more influential than the United States across much of the region .,"Brazil 's strong economic performance and the popularity of its outgoing president , Luiz Inácio Lula da Silva , is reflected in a widely shared sense of progress .",brazil,0
And Brazil is seen as more influential than the United States across much of the region .,"Brazil is the country which exercises most leadership in the region , mentioned by 19 % of respondents ( up from 18 % last year ) , followed by the United States ( 9 % , unchanged from last year ) and Venezuela ( 9 % , down from 11 % last year ) .",brazil,0
"Brazil 's strong economic performance and the popularity of its outgoing president , Luiz Inácio Lula da Silva , is reflected in a widely shared sense of progress .","Brazil is the country which exercises most leadership in the region , mentioned by 19 % of respondents ( up from 18 % last year ) , followed by the United States ( 9 % , unchanged from last year ) and Venezuela ( 9 % , down from 11 % last year ) .",brazil,0
"It also rose in Mexico , where the economy has recovered after suffering a big drop in output last year .","That is scarcer in Mexico and Central America , where the recession was more severe and violent crime has worsened .",mexico,0
"Some 44 % of respondents across the region pronounced themselves satisfied with how their country 's democracy works in practice , the same figure as last year but a big increase on the 25 % in 2001 ( chart 3 ) .","Interestingly , 62 % of respondents in Venezuela hold that view ( and 80 % there back private enterprise ) even though their left-wing president , Hugo Chávez , is expropriating many private companies .",respondent,0
That it has held up during the world financial crisis is probably because many Latin American countries suffered only a brief recession and have enjoyed a strong recovery .,"The World Labor Organisation estimates that for example in Germany , an immigrant arriving at the age of 30 , will make a net contribution ( receipts less expenditure ) of an average of 150,000 Euros to public budgets during his lifetime .",world,0
"The justices agreed to hear the suit ; indeed , a landmark 5.5 - hour argument is expected in March , and the outcome is likely to further roil the 2012 presidential race , which will be in full swing by the time the court 's decision is released .",It 's nothing new : The two justices have been attending Federalist Society events for years .,justice,0
"The justices agreed to hear the suit ; indeed , a landmark 5.5 - hour argument is expected in March , and the outcome is likely to further roil the 2012 presidential race , which will be in full swing by the time the court 's decision is released .",`` The justices were wining and dining at a black-tie fundraiser with attorneys who have pending cases before the court . '',justice,0
It 's nothing new : The two justices have been attending Federalist Society events for years .,`` The justices were wining and dining at a black-tie fundraiser with attorneys who have pending cases before the court . '',justice,0
"In fact , justices are exempt from the Code of Conduct that governs the actions of lower federal justices .","And does so without taking into account the fact that the diversity contributed by immigrants contributes to the creation of ideas and to economic growth ( a large proportion of naturalised immigrants are among American Nobel prize winners , whilst Google , Intel , Paypal , eBay and Yahoo were all founded by immigrants ) .",fact,0
On the side of Costa Rica only one of 22 called players reached 50 games .,"On Costa Rican side , and close to Michael Umana , are the left-lateral Junior Diaz , with 48 matches and the striker Bryan Ruiz , with 45 .",side,0
On the side of Costa Rica only one of 22 called players reached 50 games .,"On the national side , with less than 30 presences , there are Roy Miller with 26 , Winston Parks with 26 , Gabriel Badilla with 25 and Roy Myrie with 23 .",side,0
On the side of Costa Rica only one of 22 called players reached 50 games .,Both sides see immigrants as a burden on the French economy and on French society .,side,0
